"ServerName","win_rate","avg_speed","sd_speed","ace_pct","location_entropy","serve_score_rf_weighted"
"John Isner",0.640692640692641,0.849568130714516,0.661403232270131,1,0.370808791569351,0.894604715865273
"Tim Van Rijthoven",0.620967741935484,0.898696369867116,0.556509469582997,0.741820792962965,0.385827825271105,0.729179179287363
"Alexander Bublik",0.643874643874644,0.985560232574745,0.405969187606242,0.686605282524281,0.683269599804619,0.719052590555307
"Quentin Halys",0.661691542288557,0.727129298031749,0.603109083438682,0.76374119509117,0.365239466806384,0.712979216717295
"Yosuke Watanuki",0.603174603174603,0.878391076194819,0.41728057519993,0.701138764363374,0.389636840660901,0.687048264282998
"Sam Querrey",0.614285714285714,0.760851509532402,0.775432397316201,0.678466532694389,0.310713481305134,0.675476648008397
"Matteo Berrettini",0.66754617414248,0.909134773657303,0.43095901441267,0.600265279793911,0.419893792808938,0.631249664799193
"Maxime Cressy",0.603603603603604,0.770165011587689,0.796461685992565,0.575522345656833,0.498685568459704,0.626593708105221
"Arthur Rinderknech",0.6875,0.826925749509482,0.494861331890478,0.57803563147318,0.403978438096047,0.605552369938103
"Nick Kyrgios",0.624624624624625,0.804159996465212,0.500525972108196,0.586245698473245,0.257399983021723,0.596092295986293
"Alexander Zverev",0.684955752212389,1,0.348508474451417,0.495182606768564,0.607290296113153,0.587494131490651
"Feliciano Lopez",0.568627450980392,0.758191571362233,0.433960515017944,0.524428723413929,0.715138036885782,0.575505643763679
"Jack Sock",0.587912087912088,0.70332971664367,0.728068439238169,0.494036648156296,0.678724661101394,0.568503803455532
"Botic van De Zandschulp",0.615384615384615,0.770926819100044,0.625451676631183,0.513656848639072,0.263850646858727,0.554296913179702
"Botic Van De Zandschulp",0.616279069767442,0.768248995959142,0.417175122993083,0.483313980450593,0.720140089679524,0.549777325389133
"Jack Draper",0.616438356164384,0.659477333129209,0.478140166078895,0.526826572250798,0.53757000179977,0.548800548114887
"Thanasi Kokkinakis",0.553571428571429,0.808130927771375,0.428987214522665,0.47441644767352,0.605715644461037,0.544220614577015
"Hubert Hurkacz",0.6312625250501,0.818775886260141,0.544003638124993,0.443747597219481,0.636482407934734,0.538855526987504
"Gael Monfils",0.638297872340426,0.4729166177927,0.839388542810163,0.534111951270051,0.265077208219456,0.529220282762071
"Taylor Fritz",0.623737373737374,0.76493869770297,0.562233000141219,0.460246302880404,0.441330468776889,0.526281353484628
"Grigor Dimitrov",0.703883495145631,0.798342211552218,0.539063433991927,0.423651560016629,0.648024507310326,0.52237828599398
"Yibing Wu",0.587301587301587,0.787062164637792,0.503489327943337,0.417735868501056,0.742621981738547,0.520294038239572
"Alexei Popyrin",0.6,0.638981928577935,0.212550853824193,0.528113838468485,0.471957819669302,0.51746976069457
"Alex de Minaur",0.64375,0.686298716637908,0.642446329098595,0.410650796104498,0.840949748660934,0.515905855906943
"Ben Shelton",0.619047619047619,0.61888331530717,0.839934292168113,0.40356572370794,0.761956729486531,0.509887990094371
"Nicolas Jarry",0.598484848484849,0.879994225972705,0.42060498503402,0.370072654196939,0.724272180592892,0.498693302233614
"Marin Cilic",0.66412213740458,0.769814359892057,0.334659727890623,0.454946019713513,0.193737518723939,0.485385274504921
"James Duckworth",0.606986899563319,0.731211683522665,0.429252605772304,0.369718259944471,0.750425190859583,0.47261562752627
"Juncheng Shang",0.56989247311828,0.65487116991363,0.412567259058221,0.425049491620084,0.475774883969912,0.471825714675934
"Jiri Lehecka",0.62962962962963,0.605790362945742,0.531579885026829,0.387506226275742,0.759588496779061,0.469713374307114
"Aleksandar Kovacevic",0.566037735849057,0.67903374969436,0.24977350149432,0.435916431631847,0.468842714155731,0.468651445815376
"Frances Tiafoe",0.604414261460102,0.768706121169024,0.380757289434458,0.352298187962389,0.784901392888868,0.466857838814187
"Stefanos Tsitsipas",0.649709302325581,0.727997966872466,0.311883179610325,0.395080113744621,0.594862115043661,0.466499180191935
"Holger Rune",0.644490644490645,0.67362617023493,0.570543824477112,0.357755796154312,0.654489444511394,0.45913371622349
"Steve Johnson",0.566037735849057,0.634903350644715,0.546683787207146,0.435916431631847,0.0841203974285457,0.457702655425662
"Jordan Thompson",0.630281690140845,0.561780522529287,0.654012167115803,0.379217024204277,0.618310508768992,0.456181617679881
"Christopher Eubanks",0.588652482269504,0.748941309493855,0.151973852931716,0.407485125459228,0.421595540024954,0.45159436122664
"Tennys Sandgren",0.527272727272727,0.639653386324241,0.731307061259084,0.353841397433916,0.372021357811095,0.44323274793801
"Dominic Thiem",0.595744680851064,0.737661454304143,0.288872683489431,0.382159760297063,0.377439082574739,0.441829692862943
"Mattia Bellucci",0.6,0.481351627151476,0.730886304498444,0.366014840006183,0.618616490347116,0.439002350726331
"Jannik Sinner",0.640591966173362,0.718157727574864,0.266092115778055,0.337987611758404,0.78668543406593,0.437964605027348
"Taro Daniel",0.532258064516129,0.573135027587809,0.592360682748836,0.425049491620084,0,0.436596078997689
"Denis Shapovalov",0.631578947368421,0.649050707610467,0.61353368770947,0.314250092371295,0.740908550751127,0.436520790695529
"Ugo Humbert",0.599431818181818,0.529113255968377,0.509031921687464,0.359928118720049,0.764462686098022,0.435566515251986
"Brandon Nakashima",0.640692640692641,0.555128579929777,0.355279893300773,0.412583088576287,0.395546685200232,0.433634030645148
"Alejandro Tabilo",0.614814814814815,0.54064735611157,0.456337670054788,0.361055289328593,0.714019360951658,0.430126255179962
"Alex De Minaur",0.611111111111111,0.704890894619004,0.340169622544905,0.294927946960719,0.932899715591389,0.424986716200326
"Laslo Djere",0.688172043010753,0.550751899381661,0.581954716285047,0.348256448870295,0.570403736691354,0.424173235293915
"Andrey Rublev",0.642512077294686,0.710389783956301,0.474689820916399,0.286302641434474,0.670441615643839,0.412797407045423
"Ilya Ivashka",0.531531531531532,0.589373501102685,0.447182689985041,0.318161878062945,0.710308237340453,0.41069350552698
"Daniil Medvedev",0.639766081871345,0.678702384592724,0.31911746595407,0.344349434414604,0.336984163308094,0.405748399427378
"Roman Safiullin",0.574803149606299,0.775105975908894,0.228685407469856,0.273579749818334,0.798478023126475,0.404882361077641
"Fabian Marozsan",0.559322033898305,0.495959911196206,0.375926893529845,0.327431216938148,0.833461332408257,0.401638863030349
"Pedro Cachin",0.569230769230769,0.638148632297905,0.247041461185561,0.348847164583755,0.402287462001532,0.399385457199516
"Stan Wawrinka",0.569620253164557,0.724869779357063,0.355127032843569,0.280698012527126,0.63980043025827,0.399166339381384
"Jaume Munar",0.566929133858268,0.639927961434147,0.693860047994513,0.217345474418882,0.883813323465434,0.38986572216033
"Carlos Alcaraz",0.620335820895522,0.714038377418142,0.504254274775755,0.207457264612169,0.92304662149584,0.383944816915151
"Karen Khachanov",0.588235294117647,0.637749112406961,0.140947699415882,0.318753239431497,0.540518512908996,0.380815047479764
"Aljaz Bedene",0.545454545454545,0.581818492442452,0.490896529275251,0.288916370381821,0.505822397317064,0.379004433940111
"Jason Kubler",0.604878048780488,0.594845864521994,0.437254586623271,0.295250519362513,0.472842044075116,0.378427979154372
"Novak Djokovic",0.653104925053533,0.634610407952951,0.343724815417112,0.298184753972413,0.44569290908076,0.377712667719226
"Casper Ruud",0.588235294117647,0.489629538181054,0.348797170463386,0.300373728096897,0.752588439401477,0.374553873657572
"Lucas Pouille",0.544117647058823,0.484859993875923,0.575742940160874,0.279368572285925,0.650462516176327,0.372439208177842
"Andy Murray",0.590405904059041,0.564607370343052,0.629368194019863,0.267354553279649,0.439612999988844,0.369031834710054
"Tommy Paul",0.595744680851064,0.365878633652906,0.828067740257874,0.226754110438326,0.929478903799974,0.358544409953259
"Gijs Brouwer",0.582089552238806,0.44296904791238,0.620567075105688,0.284071219109277,0.418050333301268,0.354108891909864
"Arthur Fils",0.485714285714286,0.806293211868093,0.279568500203978,0.219353841397434,0.423991115453287,0.352492706704972
"Daniel Evans",0.613636363636364,0.496554549624079,0.382136589681539,0.254135105889627,0.625100104598788,0.339477743989677
"John Millman",0.545454545454545,0.474937340513851,0.221737322836447,0.288916370381821,0.559443558891719,0.338810092530991
"Yannick Hanfmann",0.560240963855422,0.551927566600287,0.415041875744018,0.222426884846543,0.688446836982565,0.337225832800011
"Dominik Koepfer",0.524590163934426,0.333789339293188,0.259788197052776,0.25698602920866,0.952258314292277,0.323634942722257
"Aslan Karatsev",0.558441558441558,0.733331334187391,0.211436777735187,0.196166331735972,0.504397776240147,0.323498859015562
"Lorenzo Sonego",0.554973821989529,0.694014980450271,0.505339044198798,0.113856742466487,0.929497075415787,0.320224539424678
"Marton Fucsovics",0.59478672985782,0.590831513262056,0.354695714552814,0.184297843378446,0.707098766756657,0.316145651238589
"Cameron Norrie",0.599528857479388,0.405463740245333,0.42551588905637,0.208238038768205,0.79419156666423,0.308732884934004
"Emil Ruusuvuori",0.610294117647059,0.800612999076132,0.194859925203023,0.0955734589399216,0.973992608920287,0.30487876928257
"Hugo Dellien",0.467741935483871,0.50447666803412,0.341772094515066,0.194670363370716,0.663005868515891,0.301859843722392
"Federico Delbonis",0.571428571428571,0.500452734873464,0.293966697742069,0.191013551811202,0.711554606668163,0.298129771280568
"Thiago Seyboth Wild",0.575342465753425,0.417576248475574,0.303903343744608,0.257787932754104,0.326808760773263,0.297636230391508
"David Goffin",0.618705035971223,0.342393943035079,0.524467020364778,0.212625571207897,0.644032543808783,0.297006061820746
"Roberto Carballes Baena",0.480769230769231,0.695811787948427,0.276141454347739,0.135967989345637,0.66803599288283,0.295268144919938
"Cristian Garin",0.571808510638298,0.513349922241111,0.468957256170913,0.125740438030147,0.899473752208427,0.287798633924163
"Rafael Nadal",0.605042016806723,0.439130022378933,0.419747455516548,0.174342793231066,0.7123450149001,0.286713336768467
"Fabio Fognini",0.568862275449102,0.400267039721598,0.182005574817357,0.199498668453787,0.814445102368681,0.282184110855602
"Borna Coric",0.436363636363636,0.695787253915389,0.140789873467476,0.159066316277632,0.408101170582212,0.278965112526628
"Roger Federer",0.618421052631579,0.4380817708833,0.429504823803879,0.199217319849322,0.296835400330374,0.272560337747646
"Alejandro Davidovich Fokina",0.595854922279793,0.45504796575109,0.479325505752521,0.112306840835968,0.911926533411094,0.269770900313007
"Lorenzo Musetti",0.565217391304348,0.544688663138228,0.316941890133099,0.132484692883115,0.675360154892015,0.268148597518001
"Mikael Ymer",0.52247191011236,0.487225184926112,0.510675615151623,0.0846578583078155,1,0.267389826463406
"Nikoloz Basilashvili",0.509803921568627,0.489446094169317,0.801067241498239,0.104325607194493,0.460729691447987,0.265981580093057
"Guido Pella",0.534246575342466,0.534842204744754,0.420558617615577,0.111039583937726,0.690059467024428,0.262611939018986
"Maximilian Marterer",0.555555555555556,0.783349607257425,0.260604796670758,0.077652393466275,0.525313212474408,0.262432527873435
"Sebastian Korda",0.579545454545455,0.455092033789708,0.222905084168865,0.187471015612923,0.410214887417804,0.258496671477746
"Dusan Lajovic",0.532110091743119,0.374995543544624,0.376810510063787,0.128092908876633,0.706252403597813,0.240306522955121
"Richard Gasquet",0.514705882352941,0.36757047887236,0.39808813456832,0.148086348467351,0.514257800570804,0.239398933903181
"Alexandre Muller",0.528735632183908,0.334847071865096,0.66677052369402,0.107947185782592,0.609170915408271,0.237873173871676
"Facundo Diaz Acosta",0.5,0.354549229825043,0.258893513937811,0.117328798887,0.941260375824947,0.236524770136295
"Kei Nishikori",0.539325842696629,0.242033712723203,0.485886839988771,0.124780066036638,0.739814508283299,0.224735576342396
"Salvatore Caruso",0.416666666666667,0.625194662853794,0.24434581017177,0.0238058432524347,0.831903368610989,0.218656348121181
"Miomir Kecmanovic",0.543689320388349,0.575237337327691,0.338113095915414,0.0336286426527111,0.692700258797172,0.213314579101343
"Alex Molcan",0.542372881355932,0.419053341191385,0.48034431435989,0.0853378957269481,0.454170413067259,0.211520488958077
"Ricardas Berankis",0.539325842696629,0.325078198485389,0.57273322845046,0.044535650578993,0.660654944680402,0.190600635271654
"Philipp Kohlschreiber",0.63855421686747,0.231243122229169,0.895060872221609,0.0503364516964131,0.463408765638543,0.19002530534763
"Adrian Mannarino",0.495238095238095,0.256537714983356,1,0.0153037563765652,0.525888219270336,0.186123544809357
"Liam Broady",0.528301886792453,0.224490639483019,0.505207081590693,0.0765829485762286,0.638172442580364,0.184386758458114
"Stefan Kozlov",0.507936507936508,0,0.571986319397603,0.134332972638739,0.582991999674106,0.18037507056954
"Aleksandar Vukic",0.464285714285714,0.554192002954276,0.120523377937199,0.0280568866903695,0.566299294360588,0.177151963730468
"Roberto Bautista Agut",0.530701754385965,0.239479490809354,0.525743100928877,0.0425999300306726,0.696653295011468,0.171466415239733
"Pablo Andujar",0.578125,0.301401650576728,0,0.0758811253671356,0.701257331128604,0.158957583710135
"Francisco Cerundolo",0.55952380952381,0.421932146278703,0.077923834511676,0.00680166950069562,0.895285980104368,0.158742575754835
"Pedro Martinez",0.546666666666667,0.233193154175609,0.22565121000302,0.0595146081310867,0.733035437695679,0.157500507337056
"Jenson Brooksby",0.46551724137931,0.0557907760815146,0.464789448869321,0.0874249071166998,0.61057267966715,0.153409466972996
"Yoshihito Nishioka",0.59,0.0250300618584341,0.662094101853591,0,0.954124337008412,0.133919834606587
"Diego Schwartzman",0.557692307692308,0.010930625671811,0.471059481026362,0.0100717029144916,0.973200383598913,0.122338517960053
